customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,gender,senior_citizen,partner,dependents,churn
CUST_79,9,77.77959838157697,700.0163854341928,One year,DSL,Mailed check,Female,1,No,Yes,No
CUST_80,26,87.82157940014503,2283.361064403771,Month-to-month,No,Bank transfer,Male,1,Yes,Yes,No
CUST_81,32,28.266432937541634,904.5258540013323,Two year,DSL,Credit card,Female,1,No,Yes,No
CUST_82,9,89.50074208934245,805.5066788040821,One year,Fiber optic,Electronic check,Female,1,No,Yes,No
CUST_83,60,21.555496457664997,1293.3297874598998,Month-to-month,DSL,Mailed check,Male,0,Yes,No,Yes
CUST_84,31,118.0067194978177,3658.2083044323485,Two year,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_85,1,108.59194789607665,108.59194789607665,Month-to-month,No,Bank transfer,Female,1,Yes,No,No
CUST_86,41,67.0261788236821,2748.073331770966,Two year,Fiber optic,Credit card,Female,1,No,No,Yes
CUST_87,40,51.580971911730536,2063.2388764692214,One year,No,Bank transfer,Female,0,No,No,No
CUST_88,32,68.63611244800245,2196.3555983360784,One year,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_89,19,116.0119125491443,2204.2263384337416,Month-to-month,DSL,Electronic check,Female,1,No,Yes,No
CUST_90,58,101.06036896520196,5861.501399981714,One year,No,Electronic check,Female,1,No,No,No
CUST_91,5,36.821543409314344,184.10771704657174,Two year,Fiber optic,Electronic check,Female,1,No,No,No
CUST_92,14,18.71621795316635,262.0270513443289,Month-to-month,No,Bank transfer,Male,0,No,No,No
CUST_93,12,86.32501716398562,1035.9002059678273,Two year,No,Electronic check,Male,0,No,Yes,No
CUST_94,5,102.64906888358314,513.2453444179157,Two year,DSL,Electronic check,Male,1,Yes,Yes,No
CUST_95,30,11.760085980501273,352.80257941503817,Two year,No,Bank transfer,Male,0,Yes,Yes,No
CUST_96,10,35.739177661463295,357.39177661463293,Two year,No,Credit card,Female,0,Yes,No,No
CUST_97,49,98.13705242830588,4808.715568986988,Two year,No,Bank transfer,Male,1,Yes,No,No
CUST_98,50,63.75501676161008,3187.750838080504,Two year,Fiber optic,Credit card,Female,0,Yes,No,No
CUST_99,15,104.37155756874294,1565.5733635311442,Two year,No,Electronic check,Male,0,No,Yes,No
CUST_100,36,32.61963624488834,1174.3069048159803,Month-to-month,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_101,23,31.35958741209842,721.2705104782636,One year,No,Electronic check,Male,0,Yes,No,No
CUST_102,16,62.21533370709538,995.4453393135261,Month-to-month,DSL,Mailed check,Female,0,No,No,No
CUST_103,64,60.215165664403514,3853.770602521825,Month-to-month,No,Mailed check,Male,0,Yes,Yes,Yes
CUST_104,54,115.97973861320722,6262.9058851131895,Two year,No,Mailed check,Male,1,Yes,Yes,No
CUST_105,53,21.944032008594043,1163.0336964554842,One year,Fiber optic,Mailed check,Male,1,Yes,Yes,Yes
CUST_106,33,33.767543839344356,1114.3289466983638,Month-to-month,No,Electronic check,Male,0,Yes,No,No
CUST_107,34,103.7064400242075,3526.018960823055,Month-to-month,No,Mailed check,Female,1,Yes,Yes,No
CUST_108,33,111.32533273995206,3673.735980418418,Month-to-month,Fiber optic,Electronic check,Male,1,Yes,No,Yes
CUST_109,13,66.63497471433774,866.2546712863907,Month-to-month,No,Credit card,Male,1,Yes,Yes,No
CUST_110,19,55.38689394345562,1052.3509849256568,Two year,Fiber optic,Bank transfer,Male,0,Yes,No,No
CUST_111,23,39.238417767036246,902.4836086418337,Month-to-month,Fiber optic,Electronic check,Male,0,Yes,No,No
CUST_112,13,30.054951843149862,390.7143739609482,One year,No,Credit card,Male,1,Yes,No,Yes
CUST_113,30,31.312825878380266,939.3847763514079,One year,DSL,Credit card,Male,1,Yes,No,No
CUST_114,3,51.72060753649563,155.16182260948688,One year,No,Mailed check,Male,1,No,Yes,Yes
CUST_115,54,94.05552633393873,5078.998422032691,Two year,DSL,Electronic check,Male,1,No,Yes,Yes
CUST_116,52,95.70154798727818,4976.4804953384655,One year,DSL,Credit card,Female,1,Yes,Yes,No
CUST_117,50,92.96358829485291,4648.179414742645,Two year,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_118,53,67.2895165730726,3566.344378372848,Month-to-month,DSL,Electronic check,Male,1,No,No,No
CUST_119,37,53.804185007545534,1990.7548452791848,Month-to-month,DSL,Credit card,Male,1,Yes,No,No
CUST_120,38,104.38882388632548,3966.7753076803683,Month-to-month,No,Mailed check,Male,1,Yes,No,No
CUST_121,67,97.19698218313147,6512.197806269808,Month-to-month,No,Bank transfer,Female,1,No,No,Yes
CUST_122,12,31.703088569812056,380.4370628377447,One year,No,Mailed check,Female,1,No,No,No
CUST_123,66,58.48837279732253,3860.232604623287,One year,DSL,Mailed check,Female,0,Yes,No,No
CUST_124,61,110.57743087051936,6745.223283101681,Two year,Fiber optic,Bank transfer,Female,1,No,Yes,No
CUST_125,9,39.94658751410753,359.51928762696775,Two year,No,Credit card,Male,1,Yes,No,No
CUST_126,67,106.04448229762522,7104.98031394089,One year,Fiber optic,Bank transfer,Male,1,No,No,No
CUST_127,7,93.37900591768175,653.6530414237723,Month-to-month,No,Electronic check,Female,0,No,No,Yes
CUST_128,58,22.832198280510397,1324.267500269603,Month-to-month,No,Electronic check,Female,0,Yes,Yes,Yes
CUST_129,22,27.305442687391523,600.7197391226135,Month-to-month,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_130,46,28.38536970646271,1305.7270064972847,Two year,No,Mailed check,Female,0,Yes,No,No
CUST_131,35,70.18456676678045,2456.459836837316,Month-to-month,No,Electronic check,Female,0,No,No,No
CUST_132,38,25.77046050988528,979.2774993756406,One year,DSL,Bank transfer,Female,0,No,No,Yes
CUST_133,71,46.613845834158504,3309.583054225254,Two year,No,Electronic check,Male,1,Yes,No,No
CUST_134,2,13.859739929013255,27.71947985802651,One year,DSL,Mailed check,Female,0,No,No,Yes
CUST_135,35,71.85351322585245,2514.8729629048357,One year,No,Mailed check,Male,0,Yes,Yes,No
CUST_136,8,107.0709061451092,856.5672491608736,Two year,No,Bank transfer,Female,1,No,No,No
CUST_137,30,18.03838252848648,541.1514758545944,Month-to-month,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_138,61,43.273555034221424,2639.6868570875067,One year,No,Credit card,Male,0,No,Yes,No
CUST_139,9,28.608502341328016,257.47652107195216,Two year,No,Electronic check,Male,0,Yes,No,Yes
CUST_140,25,119.28857774355147,2982.2144435887867,One year,No,Electronic check,Female,1,Yes,Yes,No
CUST_141,66,79.02983857075083,5215.969345669555,One year,Fiber optic,Bank transfer,Male,0,No,Yes,Yes
CUST_142,21,119.18126751701088,2502.8066178572285,One year,Fiber optic,Credit card,Female,0,No,No,No
CUST_143,62,64.76571397372172,4015.4742663707466,Month-to-month,DSL,Bank transfer,Female,1,Yes,Yes,Yes
CUST_144,47,54.639008004071194,2568.033376191346,Two year,No,Credit card,Male,1,Yes,No,No
CUST_145,9,82.49506508089718,742.4555857280745,Month-to-month,DSL,Credit card,Male,1,Yes,No,No
CUST_146,52,91.44201296250579,4754.984674050301,Two year,No,Bank transfer,Female,0,No,Yes,No
CUST_147,51,22.448513959194862,1144.874211918938,Month-to-month,DSL,Electronic check,Female,0,Yes,Yes,No
CUST_148,12,37.005251799956255,444.06302159947506,Month-to-month,DSL,Electronic check,Female,0,No,No,No
CUST_149,63,41.361358710303506,2605.7655987491207,Month-to-month,DSL,Electronic check,Female,1,Yes,Yes,No
CUST_150,69,73.08634621908735,5042.957889117027,Month-to-month,DSL,Bank transfer,Male,1,No,No,No
CUST_151,56,47.0550680249929,2635.083809399602,Two year,Fiber optic,Mailed check,Male,0,Yes,No,No
CUST_152,23,77.41928372404077,1780.6435256529376,One year,DSL,Electronic check,Male,1,Yes,No,No
CUST_153,42,71.90478551505674,3020.0009916323834,Month-to-month,DSL,Mailed check,Female,0,No,No,No
CUST_154,58,61.66459234016044,3576.5463557293056,Month-to-month,No,Bank transfer,Female,0,Yes,Yes,No
CUST_155,19,60.59485358961132,1151.302218202615,One year,No,Mailed check,Male,0,No,No,No
CUST_156,50,100.21991165293853,5010.995582646927,One year,Fiber optic,Electronic check,Female,0,Yes,Yes,No
CUST_157,27,47.63730466504604,1286.207225956243,Two year,Fiber optic,Credit card,Male,1,Yes,Yes,No
CUST_158,2,20.96492641718319,41.92985283436638,One year,Fiber optic,Electronic check,Male,1,No,Yes,Yes
CUST_159,1,47.764190111690276,47.764190111690276,Month-to-month,DSL,Mailed check,Female,0,Yes,Yes,No
CUST_160,59,53.57902983846621,3161.1627604695063,One year,Fiber optic,Mailed check,Male,1,No,No,Yes
CUST_161,45,113.72300583092222,5117.5352623915,Month-to-month,No,Credit card,Male,1,Yes,No,No
CUST_162,42,71.61636160996413,3007.8871876184935,Two year,Fiber optic,Bank transfer,Female,1,No,Yes,No
CUST_163,25,43.51766788805768,1087.941697201442,Two year,Fiber optic,Credit card,Female,1,Yes,Yes,Yes
CUST_164,16,84.02241088618281,1344.358574178925,Month-to-month,Fiber optic,Credit card,Female,1,No,Yes,No
CUST_165,10,74.04580184235611,740.4580184235612,Two year,DSL,Bank transfer,Male,1,No,No,No
CUST_166,46,90.57689064420153,4166.53696963327,Month-to-month,Fiber optic,Electronic check,Female,1,Yes,Yes,No
CUST_167,56,107.75796391472811,6034.445979224774,Two year,No,Mailed check,Male,1,No,No,No
CUST_168,3,29.331287718378128,87.99386315513439,Two year,No,Mailed check,Male,0,No,Yes,Yes
CUST_169,45,94.84358888979816,4267.961500040917,Two year,DSL,Credit card,Female,1,No,Yes,No
CUST_170,15,75.25190390822277,1128.7785586233415,Two year,DSL,Credit card,Male,0,No,Yes,No
CUST_171,9,20.206980298403153,181.86282268562837,Two year,DSL,Bank transfer,Male,1,Yes,No,No
CUST_172,70,53.51319392007565,3745.9235744052958,One year,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_173,31,109.46956542152392,3393.5565280672417,One year,Fiber optic,Bank transfer,Male,0,No,No,No
CUST_174,11,69.14269861197714,760.5696847317486,One year,Fiber optic,Electronic check,Male,0,No,Yes,Yes
CUST_175,45,102.84931063614702,4628.218978626616,Month-to-month,No,Electronic check,Female,1,Yes,No,No
CUST_176,72,24.04292504930404,1731.0906035498908,Month-to-month,Fiber optic,Bank transfer,Female,0,Yes,No,No
CUST_177,26,18.56292919428474,482.6361590514033,Month-to-month,No,Bank transfer,Male,1,Yes,No,No
CUST_178,29,24.069446315718242,698.013943155829,Month-to-month,No,Bank transfer,Male,0,No,No,No
CUST_179,36,115.45881455998105,4156.5173241593175,Two year,No,Credit card,Male,1,No,No,No
CUST_180,72,37.13000883459668,2673.3606360909607,Two year,DSL,Mailed check,Female,1,No,No,Yes
CUST_181,62,17.028534534088035,1055.769141113458,Month-to-month,DSL,Bank transfer,Female,1,No,No,No
CUST_182,34,91.20660357926143,3101.0245216948883,One year,DSL,Credit card,Male,1,Yes,Yes,No
CUST_183,66,94.86206957900407,6260.896592214269,Two year,DSL,Bank transfer,Male,1,Yes,Yes,No
CUST_184,66,50.767454821435734,3350.6520182147583,Month-to-month,Fiber optic,Mailed check,Female,1,Yes,Yes,Yes
CUST_185,40,36.43171008221739,1457.2684032886957,One year,DSL,Mailed check,Male,0,Yes,No,No
CUST_186,70,60.543288046789876,4238.030163275292,One year,No,Mailed check,Male,0,No,No,No
CUST_187,42,32.786590987122324,1377.0368214591376,One year,DSL,Electronic check,Female,1,No,No,No
CUST_188,1,69.03242935624091,69.03242935624091,Month-to-month,No,Electronic check,Male,1,No,No,No
CUST_189,48,33.37425122797511,1601.9640589428052,Month-to-month,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_190,2,100.4178637555215,200.835727511043,Two year,Fiber optic,Bank transfer,Male,1,No,No,No
CUST_191,17,25.90264383407169,440.3449451792187,Two year,Fiber optic,Electronic check,Female,1,Yes,No,Yes
CUST_192,65,99.98774402090231,6499.20336135865,Month-to-month,No,Mailed check,Female,0,No,No,No
CUST_193,58,89.52227872528574,5192.292166066573,One year,No,Electronic check,Female,0,No,No,No
CUST_194,22,37.43174493150811,823.4983884931785,Month-to-month,DSL,Credit card,Female,0,Yes,Yes,No
CUST_195,3,59.44425785120593,178.3327735536178,Two year,Fiber optic,Credit card,Male,1,Yes,Yes,No
CUST_196,48,12.645675977899643,606.9924469391829,Two year,No,Credit card,Female,0,Yes,Yes,No
CUST_197,5,53.63304542797058,268.1652271398529,Two year,No,Credit card,Male,1,No,No,No
CUST_198,48,41.14205470507997,1974.8186258438386,Month-to-month,DSL,Bank transfer,Male,0,No,Yes,No
CUST_199,54,93.1610373420889,5030.696016472801,Two year,Fiber optic,Credit card,Female,0,Yes,Yes,No
CUST_200,2,64.32694692169548,128.65389384339096,Two year,No,Credit card,Female,1,Yes,No,No
CUST_201,21,99.78262864838689,2095.4352016161247,Two year,No,Mailed check,Female,1,Yes,No,No
CUST_202,58,28.71252566087213,1665.3264883305837,Two year,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_203,51,117.36774674808201,5985.7550841521825,Month-to-month,Fiber optic,Electronic check,Male,1,Yes,No,Yes
CUST_204,10,32.023168275878476,320.23168275878476,One year,Fiber optic,Credit card,Female,0,No,No,No
CUST_205,37,36.70453148560032,1358.0676649672118,Month-to-month,DSL,Bank transfer,Male,0,No,Yes,No
CUST_206,34,22.583909840172662,767.8529345658706,Two year,Fiber optic,Credit card,Female,1,Yes,Yes,No
CUST_207,70,37.216476314737704,2605.153342031639,Two year,DSL,Mailed check,Male,0,No,Yes,No
CUST_208,11,43.844980289011424,482.29478317912566,Two year,No,Credit card,Male,1,Yes,Yes,No
CUST_209,54,108.2281019779671,5844.317506810224,Two year,Fiber optic,Bank transfer,Female,1,Yes,Yes,No
CUST_210,13,58.23528484141564,757.0587029384034,Two year,No,Electronic check,Female,0,Yes,Yes,No
CUST_211,19,98.48990579879158,1871.30821017704,Two year,DSL,Mailed check,Female,1,No,Yes,Yes
CUST_212,71,69.2261046637538,4915.05343112652,Two year,Fiber optic,Electronic check,Female,0,Yes,No,No
CUST_213,28,112.79935120755552,3158.3818338115543,Month-to-month,No,Credit card,Female,1,No,Yes,No
CUST_214,47,91.99160225771881,4323.605306112784,Month-to-month,No,Bank transfer,Female,1,No,Yes,Yes
CUST_215,13,81.7852210934093,1063.207874214321,Two year,DSL,Mailed check,Male,0,No,Yes,No
CUST_216,58,14.906519809731769,864.5781489644426,Month-to-month,Fiber optic,Mailed check,Female,0,No,No,No
CUST_217,9,114.64498223259632,1031.804840093367,One year,No,Credit card,Female,1,No,Yes,No
CUST_218,42,59.22997918858915,2487.6591259207444,Month-to-month,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_219,61,107.47574058144093,6556.0201754678965,Two year,DSL,Electronic check,Male,0,Yes,No,No
CUST_220,4,27.78229453672465,111.1291781468986,Month-to-month,DSL,Electronic check,Female,1,Yes,Yes,No
CUST_221,22,32.70912790379783,719.6008138835522,Month-to-month,Fiber optic,Electronic check,Female,0,Yes,No,No
CUST_222,57,96.31881075412429,5490.172212985084,Two year,DSL,Bank transfer,Male,0,No,Yes,No
CUST_223,35,15.600019821014325,546.0006937355014,Month-to-month,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_224,7,81.77627740706161,572.4339418494313,One year,DSL,Electronic check,Female,0,No,Yes,No
CUST_225,70,42.47938608636317,2973.557026045422,Two year,DSL,Bank transfer,Male,0,No,Yes,No
CUST_226,49,77.20604995751816,3783.09644791839,Two year,DSL,Mailed check,Female,0,No,No,No
CUST_227,23,105.87384515874035,2435.098438651028,One year,No,Mailed check,Male,1,Yes,No,No
CUST_228,22,22.87614201991906,503.27512443821934,One year,DSL,Bank transfer,Female,1,Yes,No,No
CUST_229,17,86.02609916911274,1462.4436858749166,One year,DSL,Electronic check,Female,0,No,No,No
CUST_230,47,112.04690340077775,5266.204459836555,Two year,Fiber optic,Bank transfer,Female,1,No,No,No
CUST_231,14,89.11133374287316,1247.5586724002242,Two year,No,Mailed check,Female,1,Yes,No,Yes
CUST_232,51,81.40032586098593,4151.4166189102825,Two year,DSL,Electronic check,Male,0,Yes,No,No
CUST_233,50,83.82714860649574,4191.357430324787,Month-to-month,Fiber optic,Bank transfer,Female,0,Yes,Yes,No
CUST_234,10,78.90266893040992,789.0266893040991,Month-to-month,Fiber optic,Credit card,Male,1,No,Yes,Yes
CUST_235,16,108.26410242042498,1732.2256387267996,One year,No,Mailed check,Female,0,No,Yes,No
CUST_236,62,40.02588033135185,2481.604580543815,Month-to-month,No,Bank transfer,Female,1,No,Yes,No
CUST_237,59,22.015807553288056,1298.9326456439953,One year,DSL,Credit card,Male,1,No,Yes,Yes
CUST_238,41,69.8702389731824,2864.679797900478,One year,Fiber optic,Mailed check,Male,0,Yes,Yes,No
CUST_239,5,103.53549137379929,517.6774568689964,Two year,Fiber optic,Bank transfer,Female,1,Yes,No,No
CUST_240,57,111.57398089453636,6359.716910988573,Two year,Fiber optic,Bank transfer,Female,1,Yes,Yes,No
CUST_241,58,67.63722410487853,3922.9589980829546,One year,DSL,Bank transfer,Male,0,No,No,No
CUST_242,37,100.1787828360237,3706.614964932877,Two year,No,Mailed check,Male,0,Yes,Yes,Yes
CUST_243,36,14.72424549907047,530.0728379665369,Month-to-month,No,Bank transfer,Female,1,Yes,No,No
CUST_244,23,34.05232290438215,783.2034268007894,One year,No,Electronic check,Male,1,Yes,No,No
CUST_245,28,40.111621563247304,1123.1254037709245,Month-to-month,No,Credit card,Male,1,Yes,Yes,No
CUST_246,32,30.868639881102517,987.7964761952805,One year,DSL,Credit card,Female,1,No,No,Yes
CUST_247,71,40.87351888539462,2902.0198408630176,Two year,Fiber optic,Electronic check,Female,1,Yes,Yes,No
CUST_248,57,102.24871523407381,5828.176768342208,Two year,DSL,Electronic check,Male,1,No,No,Yes
CUST_249,37,89.93850311849438,3327.724615384292,Month-to-month,DSL,Mailed check,Male,0,No,Yes,No
CUST_250,54,71.59387112766218,3866.069040893758,Month-to-month,DSL,Bank transfer,Male,0,Yes,No,Yes
CUST_251,32,10.431951861253815,333.82245956012207,Two year,DSL,Bank transfer,Female,0,Yes,Yes,No
CUST_252,33,98.66342121254756,3255.8929000140697,Two year,Fiber optic,Electronic check,Female,0,No,Yes,Yes
CUST_253,42,66.40967261749525,2789.2062499348003,Two year,DSL,Mailed check,Male,1,No,No,No
CUST_254,45,66.9949902363293,3014.7745606348185,Month-to-month,No,Bank transfer,Male,0,Yes,No,No
CUST_255,72,55.356717475502926,3985.6836582362107,One year,No,Mailed check,Female,1,No,No,No
CUST_256,4,58.039751909625146,232.15900763850058,Month-to-month,DSL,Electronic check,Male,1,Yes,No,No
CUST_257,69,119.99989692170332,8279.99288759753,Two year,Fiber optic,Electronic check,Male,1,Yes,Yes,Yes
CUST_258,10,99.27989578771029,992.7989578771029,Two year,DSL,Bank transfer,Male,1,No,No,No
CUST_259,6,61.78146642912587,370.6887985747552,One year,DSL,Credit card,Female,1,Yes,No,No
CUST_260,14,80.05188171887141,1120.7263440641998,Two year,No,Mailed check,Male,1,No,No,No
CUST_261,35,114.6939310355321,4014.2875862436235,Month-to-month,DSL,Electronic check,Male,0,No,Yes,No
CUST_262,7,116.20143594792474,813.4100516354731,One year,DSL,Bank transfer,Female,0,Yes,No,No
CUST_263,37,63.66829901838194,2355.727063680132,Two year,Fiber optic,Credit card,Female,1,Yes,Yes,No
